timestamp,load
0,50.993428306022466
1,51.591915258508855
2,55.005046366123025
3,58.542976710023595
4,56.736031379962725
5,58.33915609150961
6,63.44187447690386
7,63.14666190262081
8,61.83539746883059
9,64.8409069729487
10,63.61700272477505
11,64.19801502390314
12,65.99099445607253
13,61.84792687335462
14,62.18327425044276
15,64.26323594377618
16,62.921203069253394
17,64.95029623327338
18,61.71115163806601
19,59.75582903565904
20,64.43267944001046
21,59.86050283690039
22,59.17129992524471
23,54.84959171937734
24,55.23788641069388
25,55.16731311091246
26,51.28009449845311
27,53.013988442136544
28,49.810925850437904
29,49.27139850034568
30,47.609056344521996
31,51.60981433248286
32,47.1236906942645
33,44.448090394419694
34,47.800562355026685
35,43.49338097388477
36,46.32515048746409
37,42.15485320162103
38,43.77716459653534
39,47.37386576074874
40,49.182258692027
41,48.9399021171923
42,49.409422060984944
43,50.21606109902395
44,49.15258639671458
45,52.05280807397545
46,54.021540526651194
47,58.549461931663515
48,58.63065987659151
49,55.91464060622769
50,61.54857892630897
51,61.526103270015376
52,62.24914598854172
53,66.01998777274619
54,67.91703136244983
55,68.6207234697641
56,65.8100730292435
57,67.41292323225927
58,69.03754697280391
59,70.46221082886379
60,67.47630338405365
61,67.77279416832172
62,65.42885494209537
63,64.53999539146648
64,67.65073839236902
65,67.64601943086144
66,63.52717954594777
67,64.2637644284767
68,61.43383251460424
69,57.765218291293536
70,58.03861975224708
71,58.59353646575705
72,53.61541783472057
73,54.981109199545344
74,44.79940944552143
75,49.91883631601071
76,46.76013553176359
77,44.39840051178379
78,43.71240765048296
79,38.228914944606714
80,40.60068950832111
81,40.76638656171452
82,42.208518922705615
83,37.61425078117759
84,36.63501279421363
85,37.0550180221346
86,39.89985357124394
87,38.936232020357465
88,37.61983661764326
89,40.28600192542857
90,40.198706252807
91,42.83460047214096
92,40.513852416958045
93,42.38924202278205
94,43.46922695757427
95,42.592519602537216
96,47.40917064118868
97,48.64127582481588
98,49.41005545451517
99,50.16377030950809
100,48.9626980513902
101,52.01628501798591
102,53.11793392631515
103,53.00638625482661
104,54.94035151991389
105,56.55280185427214
106,59.81706674325127
107,56.50372017698577
108,56.58444892170129
109,55.63866426682005
110,51.47365729034277
111,54.59273304541073
112,53.92056203501981
113,57.71280116042852
114,51.23480850145698
115,50.920733785812054
116,48.83158647143588
117,45.05477847067508
118,48.10089172397117
119,45.69977376170164
120,44.14264059663154
121,39.11737899790359
122,42.15511347084093
123,35.02339900688844
124,37.56808381015111
125,39.45636846520812
126,31.911645975500054
127,31.733758818992438
128,32.21336750731259
129,30.343796622486224
130,27.78691661259789
131,30.772255827260025
132,28.4719692750932
133,31.72143991447209
134,29.327459169774446
135,34.867247777432695
136,31.002198580760634
137,32.914138837134026
138,36.3480021172814
139,33.57721107099056
140,37.94671663893275
141,41.671290726357476
142,37.49529479511935
143,42.79517117229063
144,44.6971137287526
145,47.50118626503162
146,45.20551214483544
147,46.735433712720166
148,52.046501229066436
149,53.12780720434605
150,54.448348660060454
151,55.91557501790074
152,54.98169493774729
153,57.75380517233475
154,58.63925486206618
155,57.1954864742485
156,62.72847910934905
157,60.11686798375136
158,56.759774726132356
159,60.234429111761756
160,56.56490010967138
161,59.50685693015958
162,59.50830506060287
163,54.665479654097915
164,57.226414129079274
165,55.01704723342763
166,54.65010811252782
167,55.561770717737886
168,50.01322376799426
169,47.732342918855004
170,46.222983348210086
171,45.18489405051453
172,45.554134710581195
173,45.38345965883195
174,44.37026769607201
175,44.72967877539741
176,42.519740333629784
177,44.993746259820526
178,41.33630461298643
179,47.27913619125144
180,43.262404608470476
181,40.6694955768662
182,40.813105088408946
183,44.68364705247362
184,44.219330048443986
185,47.213322389277344
186,48.00711228977837
187,48.3285043168066
188,48.31179446603054
189,48.601958611739576
190,52.435556529274336
191,56.78325706716993
192,57.25883934800463
193,56.090618987349984
194,60.644100587460535
195,62.721629541664996
196,61.74848835787323
197,65.27651050803253
198,66.40344975434992
199,65.16379753479339
200,69.15486955526347
201,70.36219008533885
202,72.00779484810849
203,72.34134905086808
204,67.65608456154041
205,68.49722004252177
206,71.14982705968717
207,70.68482397110583
208,70.0240305954748
209,75.84710870311145
210,68.2570623956249
211,68.20367406677306
212,66.52163390443586
213,64.48368137013861
214,61.02793666175062
215,61.589784533493486
216,56.90177286837946
217,56.33845509019196
218,54.22202680940072
219,53.77961373285849
220,56.73630712250063
221,46.95583051367167
222,50.76098994972981
223,44.99625132216275
224,46.264034653283396
225,48.54014039762557
226,45.825360317250066
227,43.06495434578901
228,43.50804444122431
229,46.21263094654725
230,43.50257179573552
231,45.69621703852088
232,45.836220736561714
233,45.09385851151851
234,51.49252521928194
235,49.418262381119376
236,45.16427529119376
237,50.74796405328044
238,50.28459852923296
239,54.5937013891363
240,52.60602843607501
241,55.258977618264744
242,57.76453129412232
243,59.69494407236266
244,56.68944858117566
245,59.44168703724291
246,60.053558223567144
247,60.44187447565072
248,65.85955145538485
249,63.539233620883806
250,60.41718275549013
251,64.78519178480589
252,67.00031239402527
253,64.42213930337742
254,58.7165292348694
255,59.98737043557648
256,62.50178901437713
257,57.38860829495394
258,58.36675275888053
259,57.56085289414321
260,52.56809766155662
261,52.613917980616186
262,44.486565666160935
263,47.10740282941414
264,46.8157937842732
265,42.9949703032452
266,46.95699406663307
267,39.09225944357497
268,39.41735056209708
269,39.01278252187957
270,40.219346789023795
271,33.202736323921364
272,37.30864075672929
273,34.09605748241136
274,31.40345780779666
275,33.78809482687719
276,32.97146753140271
277,31.29644567106335
278,32.77258405998327
279,32.20602482231475
280,33.74652661481374
281,35.57409811751038
282,38.32500131483273
283,33.735733807281825
284,41.671076760158925
285,34.80755657010697
286,39.80401882240942
287,42.743913496016
288,43.62656043801546
289,43.327383481133076
290,45.648937430714675
291,46.529501639917434
292,47.71964010866208
293,51.88893570383949
294,52.08131234616869
295,51.02501525466632
296,55.101874218830304
297,54.64245575274273
298,56.200187543345706
299,56.19306423446663
300,53.44258668070127
301,53.95256964577924
302,56.34711467942623
303,55.66522827853543
304,53.815511668331354
305,53.33739680315257
306,54.75086022259609
307,49.970071222396086
308,51.08999153206457
309,48.34102228968706
310,46.990555940247845
311,48.26008577248167
312,46.33218083823188
313,44.93593118019704
314,44.58271409843984
315,40.73795224539206
316,40.8705240404226
317,37.80703004848345
318,38.12913291586845
319,36.42591232318182
320,36.25512662006319
321,36.8105030486157
322,33.738448718064255
323,39.5182871887007
324,33.488895324060124
325,33.450148243380866
326,38.78038363660014
327,38.83553850214911
328,39.48189339340375
329,40.652898574213545
330,40.70005760841702
331,40.40606125162035
332,43.95527098697809
333,44.15675957976822
334,49.24857017691391
335,48.84544137614443
336,49.35700560641496
337,52.23367217754518
338,55.5435321984729
339,55.37746789159955
340,56.567897338276545
341,60.302804428391696
342,61.781381988106496
343,61.60590609357273
344,62.840269629463826
345,65.22788676049205
346,62.65566942740531
347,63.32254698229054
348,65.0781814704356
349,66.25559305924652
350,67.26292504666485
351,69.34652343615724
352,67.67018455632629
353,65.00992450815598
354,64.49716737330303
355,61.58337770905405
356,62.47235563018259
357,60.74273816003321
358,60.689680636545035
359,57.052626204699614
360,58.373344888226555
361,59.018945757497974
362,54.37256135638404
363,54.074015849643075
364,53.40049121369776
365,50.06034505616054
366,50.26865453260162
367,48.938442765028555
368,48.35403734083807
369,46.02549268462057
370,47.2124928793382
371,47.93906485631772
372,49.817710513044666
373,49.000735101550994
374,51.74790160935534
375,46.45344816323438
376,50.457966805477525
377,49.971849566289045
378,55.028324492196774
379,50.20967191949222
380,51.438186693087914
381,53.301711199876735
382,51.703026619951125
383,56.39170743586409
384,57.433157974347175
385,60.74950848990561
386,62.59192293907369
387,67.05660950927984
388,66.51183766552568
389,64.65082788373962
390,65.06620297476117
